nconst	primaryName
nm2573954	Miguel Gonçalves Mendes
nm2580039	Tae-gon Lee
nm2588606	Steve McQueen
nm2594425	Dave Anthony
nm2594467	Glenn Amonitti
nm2596818	Jun Shishido
nm2609716	Tauquir Ahmed
nm2610231	Zal Batmanglij
nm2629370	Jason Hehir
nm2660452	Stig Asmussen
nm2691857	John Hayes
nm2694309	Louie Psihoyos
nm2696899	Lizz Zanin
nm2716176	Shoaib Mansoor
nm2745490	Nina Lopez-Corrado
nm2751807	Michael Matteo Rossi
nm2755490	Amitabh Reza Chowdhury
nm2767894	Mathijs de Jonge
nm2801867	Katsura Hashino
nm2829542	Paul Dugdale
nm2840922	Konrad Tomaszkiewicz
nm2841224	Adam Badowski
nm2847370	Lisa Joy
nm2853516	Leslye Headland
nm2879822	Peter Joseph
nm2881024	Angshuman Ghosh
nm2899487	Namal Jayasinghe
nm2912775	Jesús Colmenar
nm2928500	Tae You Chang
nm2929021	Dawn Porter
nm2931325	Casey Neistat
nm2936581	Karishma Kohli
nm2965282	Brian Welsh
nm2973719	Benoit Richer
nm2975950	Umesh Vinayak Kulkarni
nm2980507	Alexis Ostrander
nm2994351	David Speyrer
nm2998392	Andy Coyle
nm3021346	Jérémy Clapin
nm3029499	Aanand Mahendroo
nm3072625	Neel Guha
nm3095000	Patrick McManus
nm3109770	Neeraj Pandey
nm3112470	Will Sharpe
nm3117334	Jenner Furst
nm3123304	Nikoloz Khomasuridze
nm3125271	Shashant Shah
nm3131921	Brian Allgeier
nm3133017	Mehmet Ada Öztekin
nm3156269	Michael Lennox
nm3159991	Edvins Snore
nm3171782	Her-Long Lin
nm3181354	Cherie Gierhart
nm3193813	Sam Blair
nm3205815	Anne Sewitsky
nm3212856	Daniel Sandu
nm3219913	Tim Rauch
nm3227090	Damien Chazelle
nm3235877	Ana Lily Amirpour
nm3240319	Curt Morgan
nm3250747	Anjali Menon
nm3252853	Selçuk Aydemir
nm3268280	Allan Ungar
nm3272471	Kunio Kato
nm3277531	Destiny Ekaragha
nm3285219	Lewis Arnold
nm3286970	Gabriel Correa
nm3294913	Bing Liu
nm3298114	Gordon Smith
nm3303929	Michael Rossato-Bennett
nm3340250	Boris Malagurski
nm3371095	Monty Oum
nm3375621	Dario Russo
nm3377111	Hatem Ali
nm3393440	Carl Tibbetts
nm3407375	Tom Green
nm3437361	Tom George
nm3446789	Ahmet Katiksiz
nm3453283	Dan Kwan
nm3462170	Qaushiq Mukherjee
nm3482115	Ed Charles
nm3511117	Yu In-sik
nm3513341	Kate Herron
nm3521871	Gillian Robespierre
nm3524177	Sujay Dahake
nm3525879	Mahesh Narayan
nm3529553	Alon Zingman
nm3580984	Brian Limond
nm3586222	Thiagarajan Kumararaja
nm3591496	Ram
nm3612924	Yoon-jeong Lee
nm3618781	Mostofa Sarwar Farooki
nm3642647	Paresh Mokashi
nm3652021	Meera Menon
nm3690941	JC Gonzalez
nm3714073	David Hourrègue
nm3734948	Abhishek Sengupta
nm3745186	Aditya Kripalani
nm3754410	Shekhar S. Jha
nm3758453	Radha Krishna Jagarlamudi
nm3759199	Martin Billany
nm3761121	Daniel Lucchesi
nm3778704	Oskars Rupenheits
nm3792294	Simerjit Singh
nm3796645	Tolga Karaçelik
nm3797575	Srijit Mukherji
nm3809021	Alper Caglar
nm3833881	Matthew B. Roberts
nm3834604	Regan Hall
nm3859342	Lijo Jose Pellissery
nm3915542	Orlando von Einsiedel
nm3932593	Ankush Bhatt
nm3936422	Danny Ramirez
nm3960250	Ohkata
nm3966426	Atsuko Ishizuka
nm3993149	Gippy Grewal
nm3999979	Koichi Hayashida
nm4043787	Seren Yüce
nm4048013	Peter Richardson
nm4049300	Julie Andem
nm4074404	Leigh Janiak
nm4093647	Anup Bhandari
nm4101572	Ülkü Oktay
nm4138958	Antoneta Kastrati
nm4143696	Arnt Jensen
nm4143969	Zak Levitt
nm4148549	Soori
nm4190073	Heath Cullens
nm4199426	Myshkin
nm4209977	Woo-chul Shin
nm4240055	Steve Hoover
nm4242320	C. Prem Kumar
nm4251943	Kenta Motokura
nm4253804	Rebecca Gitlitz
nm4254419	Nabwana I.G.G.
nm4270728	Jin Hyuk
nm4274575	Vetrimaaran
nm4297891	Thomas Johnson
nm4303133	Shalom Kolontarov
nm4316847	Paul Hellquist
nm4318159	Nitesh Tiwari
nm4359456	Imre Azem
nm4385546	Jamie Donoughue
nm4408257	Troy Wagner
nm4414683	Kris Smith
nm4416936	Steven Bender
nm4428414	Rob Heironimus
nm4437136	Dzintars Dreibergs
nm4446305	Nic Pizzolatto
nm4479803	Steve Rogers
nm4541465	Olan Rogers
nm4549849	Pippa Bianco
nm4563405	Putrama Tuta
nm4579146	Matt Lang
nm4584004	Dileesh Pothan
nm4604194	Siddharth Sengupta
nm4624887	Eung-bok Lee
nm4702485	Sam Deats
nm4737195	Alphonse Puthren
nm4751808	Clint Walker
nm4774823	Derek Ahonen
nm4784536	Neeraj Ghaywan
nm4798740	Matt Johnson
nm4810691	Kosuke Yabuki
nm4824763	Thea Sharrock
nm4830788	Fredi Devas
nm4842969	Mohamed Shaker
nm4863798	Chun-Yang Lin
nm4890526	Aarambhh M Singh
nm4912259	Toby Fox
nm4941469	Alice Seabright
nm4945419	Stacie Passon
nm4994462	Anik Datta
nm5008241	Abhishek Jain
nm5056902	Tharun Bhascker Dhaassyam
nm5078817	Aaron K. Carter
nm5083564	Phil Augusta Jackson
nm5099464	Magizh Thirumeni
nm5107569	Matt Braly
nm5120912	Ajay Bahl
nm5123960	G. Suzuki
nm5143231	Yôichi Fujita
nm5222245	Hong-sun Kim
nm5237694	Pawan Kumar
nm5289825	Daniel Schmidt
nm5313007	Sung-Yoon Kim
nm5326250	Anurag Singh
nm5339365	Raam Reddy
nm5366274	Karthik Subbaraj
nm5378297	Jai Basantu Singh
nm5403089	Masato Maeda
nm5409154	Balaji Tharaneetharan
nm5424363	Erik Johnson
nm5460792	Shashank Bali
nm5497092	Péter Vácz
nm5507823	Joon Hwa Park
nm5514695	Amy York Rubin
nm5551047	Won Suk Kim
nm5569371	Ashraf Ismail
nm5571371	Aaron Long
nm5579304	Felix Kjellberg
nm5582157	Won-ho Shin
nm5590177	Jamie M. Dagg
nm5616219	Nagraj Manjule
nm5616300	Sultana Siddiqui
nm5644130	Ralph Sepe
nm5645455	Nag Ashwin
nm5650589	Nalan Kumarasamy
nm5659625	Will Byles
nm5663366	Lachezar Avramov
nm5669454	Stojce Stoleski
nm5711202	Lee Na-Jeong
nm5741914	Chris Stuckmann
nm5756214	Rakshit Shetty
nm5804517	Mollie Helms
nm5807544	Hyun Jong Oh
nm5820154	Ilya Naishuller
nm5838748	Jung Hyo Lee
nm5851640	Sotiris Tsafoulias
nm5939217	Johnpaul George
nm6044360	Ravikanth Perepu
nm6073824	Prashanth Neel
nm6138551	Leninbharati
nm6142895	Rishab Shetty
nm6151553	Ashir Azeem
nm6213280	Daniel Gabriel
nm6229968	Soubin Shahir
nm6266954	Dae Yoon Jung
nm6314299	Arturs Lapinskis
nm6342209	Davey Wreden
nm6420518	Amrit Raj Gupta
nm6425711	Manu Ashokan
nm6425987	Akshay Choubey
nm6436658	Ashwiny Iyer Tiwari
nm6442107	Ram Kumar
nm6473311	Bharat Kukreti
nm6474441	H. Vinoth
nm6563433	Yoo Je Won
nm6570372	Joshua Widgren
nm6576552	Midhun Manuel Thomas
nm6595608	Jeff Kay
nm6598224	Pulkit
nm6610412	Mark Devries
nm6653438	Adrian Brown
nm6653584	Julien K. d'Arsyn
nm6717590	M. Manikandan
nm6721127	Yeong-Hoon Cha
nm6762586	Adnan Sarwar
nm6777259	James Bowman
nm6836470	Mahi v Raghav
nm6856823	Chris Delforce
nm6911445	Haseeb Hasan
nm6960728	Prem Mistry
nm7025636	Ahson Talish
nm7052643	Alistair Hope
nm7059859	Abraham Joffe
nm7186336	Christina Kyi
nm7249446	Wajahat Rauf
nm7270570	Gil Ho Ahn
nm7373491	Vijay Kumar
nm7402819	Raghav Subbu
nm7450138	Masahito Kobayashi
nm7550963	István Zorkóczy
nm7578157	Ishaan Randeria
nm7618090	Aaron Biebert
nm7630832	Krishnadev Yagnik
nm7687350	Adam Johnston
nm7700532	Rob Sullivan
nm7725433	Rebecca Stern
nm7842983	Tim Longo
nm7920254	Saeed Roustayi
nm7954541	Ian Carter
nm7958316	Madhu C. Narayanan
nm7966384	Vivienne Medrano
nm7973071	Chaitanya Kumbhakonum
nm7992231	Lokesh Kanagaraj
nm8120704	Dipendra K. Khanal
nm8213105	Shady El-Fakharany
nm8217935	Liesl Tommy
nm8273413	Arun Prabhu Purushothaman
nm8384629	Siddharth Vasani
nm8423987	Jagdeep Sidhu
nm8520373	Michael A.L. Fox
nm8567471	Michelle Nelson
nm8589259	Choong-Hwan Oh
nm8631915	Can Ulkay
nm8649798	Shûhei Yabuta
nm8678191	Karthick Naren
nm8696061	Narthan
nm8766376	Shinya Iino
nm8789088	Kadri Beran Taskin
nm8952054	Sizil Srivastava
nm9004217	Tim Scanlan
nm9135703	Darling Krishna
nm9140277	Slaheddine Essid
nm9204865	Nithilan
nm9220261	Ozer Feyzioglu
nm9227039	Sandeep Reddy Vanga
nm9284362	Maha Venkatesh
nm9313483	Lakmal Darmarathna
nm9385727	Saandeep Patel
nm9386232	Zakariya Mohammed
nm9450602	Gowtam Tinnanuri
nm9587614	Simarpreet Singh
nm9630405	Brandon Eric Kamin
nm9634132	Hemanth M. Rao
nm9726737	Patrick Methe
nm9774878	Perelandra Beedles
